Epoch Time,Open,High,Low,Close,VWAP,Volume,Count,Date (UTC),Time (UTC)
1605625200,470.77,474.49,467.56,473.90,471.48,8812.64213238,1364,2020-11-17,15:00:00
1605628800,473.90,483.50,472.96,481.95,479.50,22419.27253760,3081,2020-11-17,16:00:00
1605632400,481.81,483.66,473.99,480.89,479.75,9554.66824508,2062,2020-11-17,17:00:00
1605636000,481.01,481.01,476.47,477.81,478.99,4190.24954814,1010,2020-11-17,18:00:00
1605639600,477.81,484.90,476.50,483.34,482.61,7233.06395689,1271,2020-11-17,19:00:00
1605643200,483.51,484.83,481.60,483.08,483.13,3330.73331376,728,2020-11-17,20:00:00
1605646800,482.79,483.00,479.21,480.89,480.49,4070.31062481,708,2020-11-17,21:00:00
1605650400,481.13,481.69,476.74,480.70,478.51,2554.50970082,738,2020-11-17,22:00:00
1605654000,480.82,483.54,480.82,482.89,482.40,1987.97393277,437,2020-11-17,23:00:00
1605657600,482.79,489.09,482.63,487.28,486.10,7776.47490512,1426,2020-11-18,00:00:00
1605661200,487.28,488.32,484.50,487.98,486.30,1247.27061122,385,2020-11-18,01:00:00
1605664800,487.70,487.71,484.46,484.85,485.84,1532.51554569,311,2020-11-18,02:00:00
1605668400,485.17,488.91,481.29,488.81,486.57,4713.00804097,701,2020-11-18,03:00:00
1605672000,488.84,495.40,488.84,493.81,491.29,14598.47921557,2104,2020-11-18,04:00:00
1605675600,493.78,494.44,454.56,470.60,472.93,37039.03859218,6155,2020-11-18,05:00:00
1605679200,470.40,476.87,465.92,473.27,473.21,8930.97749760,1532,2020-11-18,06:00:00
1605682800,472.10,478.10,469.00,477.83,473.33,4856.38611210,841,2020-11-18,07:00:00
1605686400,478.07,482.02,477.27,479.89,479.49,6253.98806186,963,2020-11-18,08:00:00
1605690000,480.09,480.09,473.24,476.99,476.58,5613.93137835,882,2020-11-18,09:00:00
1605693600,476.78,482.54,474.72,482.54,478.35,1374.20521750,456,2020-11-18,10:00:00
1605697200,482.54,482.55,476.52,480.65,479.41,4688.45651973,636,2020-11-18,11:00:00
1605700800,480.86,480.92,476.24,476.99,479.26,1933.41664381,481,2020-11-18,12:00:00
1605704400,477.03,479.58,473.74,475.23,476.74,4084.48393604,633,2020-11-18,13:00:00
1605708000,475.22,477.17,470.72,471.55,474.20,4966.47926855,856,2020-11-18,14:00:00
1605711600,471.09,474.81,464.02,474.49,469.43,9293.25632273,1665,2020-11-18,15:00:00
1605715200,474.53,476.39,469.38,474.09,474.57,4644.58743841,885,2020-11-18,16:00:00
1605718800,474.12,477.26,472.65,475.92,475.05,2600.23451796,801,2020-11-18,17:00:00
1605722400,475.92,475.92,473.11,473.12,474.50,1936.99342584,579,2020-11-18,18:00:00
1605726000,473.35,475.53,471.22,473.55,472.85,3928.43490873,623,2020-11-18,19:00:00
1605729600,473.55,473.55,470.03,472.08,471.69,2681.07501171,725,2020-11-18,20:00:00
1605733200,471.92,474.51,471.42,474.48,473.22,1323.28634930,371,2020-11-18,21:00:00
1605736800,474.51,480.60,472.55,480.60,477.11,3307.42445879,759,2020-11-18,22:00:00
1605740400,480.53,480.80,477.62,479.11,479.44,2213.86229306,551,2020-11-18,23:00:00
1605744000,479.26,480.81,474.72,479.00,477.31,7572.24915328,1014,2020-11-19,00:00:00
1605747600,479.10,480.68,478.01,480.52,479.63,744.71505548,311,2020-11-19,01:00:00
1605751200,480.48,481.99,478.84,478.85,480.18,2002.89670885,386,2020-11-19,02:00:00
1605754800,479.00,480.33,477.70,477.91,478.79,1228.48417024,230,2020-11-19,03:00:00
1605758400,478.44,478.51,475.63,477.03,476.67,535.02210714,237,2020-11-19,04:00:00
1605762000,477.04,477.04,474.84,476.71,475.79,661.75189248,252,2020-11-19,05:00:00
1605765600,476.91,477.31,472.51,473.66,474.52,1887.93582879,377,2020-11-19,06:00:00
1605769200,473.66,474.11,471.31,472.27,472.62,895.61149229,339,2020-11-19,07:00:00
1605772800,472.19,473.51,467.20,469.91,469.69,2536.37145561,684,2020-11-19,08:00:00
