Epoch Time,Open,High,Low,Close,Volume,Date (UTC),Time (UTC)
1606917600000,593.34,597.57,590.0,591.0,691.77249096,2020-12-02,14:00:00
1606914000000,593.63,600.0,592.07,593.34,2219.30662594,2020-12-02,13:00:00
1606910400000,599.18,599.18,589.0,593.63,399.030419,2020-12-02,12:00:00
1606906800000,597.5,602.21,596.02,599.18,79.890782,2020-12-02,11:00:00
1606903200000,595.44,599.56,593.41,597.5,160.71096804,2020-12-02,10:00:00
1606899600000,595.22,604.7,595.22,595.44,469.40186352,2020-12-02,09:00:00
1606896000000,598.69,601.56,594.62,595.22,283.88330174,2020-12-02,08:00:00
1606892400000,592.55,598.85,590.26,598.69,156.73949783,2020-12-02,07:00:00
1606888800000,586.39,592.98,585.33,592.55,356.80125917,2020-12-02,06:00:00
1606885200000,583.09,586.44,578.41,586.39,679.84046082,2020-12-02,05:00:00
1606881600000,585.15,589.32,577.4,583.09,685.60970088,2020-12-02,04:00:00
1606878000000,587.87,591.59,583.23,585.15,604.12385558,2020-12-02,03:00:00
1606874400000,594.24,594.92,587.07,587.87,1716.93157248,2020-12-02,02:00:00
1606870800000,593.12,597.64,590.22,594.24,386.4192846,2020-12-02,01:00:00
1606867200000,586.55,595.43,575.82,593.12,994.48068855,2020-12-02,00:00:00
1606863600000,591.53,592.07,583.98,586.55,730.02456506,2020-12-01,23:00:00
1606860000000,595.75,602.01,589.5,591.53,1021.52268689,2020-12-01,22:00:00
1606856400000,594.0,599.46,593.14,595.75,445.01939899,2020-12-01,21:00:00
1606852800000,600.2,601.86,591.36,594.0,532.977632,2020-12-01,20:00:00
1606849200000,589.9,601.88,589.07,600.2,2267.29670941,2020-12-01,19:00:00
1606845600000,596.15,596.28,588.32,589.9,1660.13584711,2020-12-01,18:00:00
1606842000000,594.33,597.19,582.41,596.15,2430.77799312,2020-12-01,17:00:00
1606838400000,604.74,608.74,587.62,594.33,2543.11860298,2020-12-01,16:00:00
1606834800000,611.16,619.99,597.75,604.74,3329.27194608,2020-12-01,15:00:00
